query_id,assessment_id,assessment_url,semantic_score,bm25_score,hybrid_score,query_length,query_word_count,assessment_name_length,query_assessment_name_overlap,query_description_overlap,query_duration_minutes,assessment_duration_minutes,duration_match_score,duration_within_budget,test_type_match_count,test_type_match_ratio,has_knowledge_test,has_personality_test,has_behavioral_test,has_cognitive_test,has_situational_test,technical_skill_overlap,soft_skill_overlap,domain_skill_overlap,total_skill_overlap,skill_coverage_ratio,level_match,role_category_match,assessment_skill_count,assessment_tag_count,assessment_has_remote,assessment_has_adaptive,gemini_score,gemini_confidence,gemini_rank,label
Based on the JD below recommend me assessment for ,30,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1-%28americas%29/,0.5,5.0,0.5,3827,498,32,0.0033003300330033004,0.0627062706270627,90.0,20.0,0.2222222222222222,1,0,0.0,0,1,1,1,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
Based on the JD below recommend me assessment for ,89,https://www.shl.com/solutions/products/product-catalog/view/retail-manager-w-sales-solution/,0.5,5.0,0.5,3827,498,32,0.0033003300330033004,0.09900990099009901,90.0,43.0,0.47777777777777775,1,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,6,0,1,1,0.0,0.5,50,0
Based on the JD below recommend me assessment for ,32,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-sift-out-7-1/,0.5,5.0,0.5,3827,498,30,0.0033003300330033004,0.0627062706270627,90.0,20.0,0.2222222222222222,1,0,0.0,0,1,1,1,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
Based on the JD below recommend me assessment for ,69,https://www.shl.com/solutions/products/product-catalog/view/insurance-sales-manager-solution/,0.5,5.0,0.5,3827,498,32,0.0033003300330033004,0.10561056105610561,90.0,51.0,0.5666666666666667,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,7,0,1,1,0.0,0.5,50,0
Based on the JD below recommend me assessment for ,31,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1/,0.5,5.0,0.5,3827,498,37,0.0033003300330033004,0.0627062706270627,90.0,20.0,0.2222222222222222,1,0,0.0,0,1,1,1,0,0,0,0,0,0.0,0,0,2,2,1,0,0.0,0.5,50,0
Based on the JD below recommend me assessment for ,12,https://www.shl.com/solutions/products/product-catalog/view/claimsoperations-supervisor-solution/,0.5,5.0,0.5,3827,498,37,0.0,0.07260726072607261,90.0,48.0,0.5333333333333333,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,6,0,1,1,0.0,0.5,50,0
Based on the JD below recommend me assessment for ,345,https://www.shl.com/solutions/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,0.5,5.0,0.5,3827,498,45,0.0,0.07260726072607261,90.0,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,4,1,1,0,1.0,1.0,0,1
Based on the JD below recommend me assessment for ,17,https://www.shl.com/solutions/products/product-catalog/view/contact-center-sales-and-service-8-0-4268/,0.5,5.0,0.5,3827,498,34,0.0033003300330033004,0.033003300330033,90.0,31.0,0.34444444444444444,1,0,0.0,0,1,1,1,1,0,0,0,0,0.0,0,0,2,0,1,0,0.0,0.5,50,0
Based on the JD below recommend me assessment for ,67,https://www.shl.com/solutions/products/product-catalog/view/insurance-agent-solution/,0.5,5.0,0.5,3827,498,24,0.0,0.09900990099009901,90.0,46.0,0.5111111111111111,1,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,0,1,1,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",429,https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/,0.5,5.0,0.5,51,8,32,0.0,0.125,,12.0,0.5,0,0,0.0,1,0,0,0,0,0,0,1,1,0.16666666666666666,0,0,2,0,1,0,1.0,1.0,0,1
"Content Writer required, expert in English and SEO",224,https://www.shl.com/solutions/products/product-catalog/view/english-comprehension-new/,0.5,5.0,0.5,51,8,27,0.125,0.125,,0.0,0.5,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.16666666666666666,0.75,5,1
"Content Writer required, expert in English and SEO",215,https://www.shl.com/solutions/products/product-catalog/view/drupal-new/,0.5,5.0,0.5,51,8,12,0.0,0.25,,17.0,0.5,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0.0,0.5,50,1
"Content Writer required, expert in English and SEO",501,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/,0.5,5.0,0.5,51,8,18,0.125,0.25,,30.0,0.5,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,0.5,0.95,1,1
"Content Writer required, expert in English and SEO",362,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,0.5,5.0,0.5,51,8,43,0.125,0.25,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,2,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",364,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,0.5,5.0,0.5,51,8,45,0.0,0.25,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",345,https://www.shl.com/solutions/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,0.5,5.0,0.5,51,8,45,0.0,0.25,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,4,1,1,0,0.14285714285714285,0.7,6,1
"Content Writer required, expert in English and SEO",361,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,0.5,5.0,0.5,51,8,42,0.0,0.25,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,2,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",363,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report/,0.5,5.0,0.5,51,8,45,0.0,0.25,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,2,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",351,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report/,0.5,5.0,0.5,51,8,23,0.0,0.125,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,2,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",349,https://www.shl.com/solutions/products/product-catalog/view/opq-emotional-intelligence-report/,0.5,5.0,0.5,51,8,33,0.0,0.25,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",354,https://www.shl.com/solutions/products/product-catalog/view/opq-mq-sales-report/,0.5,5.0,0.5,51,8,19,0.0,0.125,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,2,2,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",357,https://www.shl.com/solutions/products/product-catalog/view/opq-profile-report/,0.5,5.0,0.5,51,8,18,0.0,0.125,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.125,0.6499999999999999,7,0
"Content Writer required, expert in English and SEO",352,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report-2-0/,0.5,5.0,0.5,51,8,27,0.0,0.125,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",365,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report/,0.5,5.0,0.5,51,8,35,0.0,0.125,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,2,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",367,https://www.shl.com/solutions/products/product-catalog/view/opq-user-and-managers-report/,0.5,5.0,0.5,51,8,28,0.125,0.25,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,2,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",0,https://www.shl.com/solutions/products/product-catalog/view/account-manager-solution/,0.5,5.0,0.5,51,8,24,0.0,0.125,,49.0,0.5,0,0,0.0,0,1,1,1,0,0,0,0,0,0.0,1,0,3,0,1,1,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",360,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-selection-report/,0.5,5.0,0.5,51,8,32,0.0,0.125,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",359,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-individual-development-report/,0.5,5.0,0.5,51,8,45,0.0,0.125,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",498,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,0.5,5.0,0.5,51,8,47,0.0,0.25,,15.0,0.5,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,7,1,1,0,0.3333333333333333,0.9,2,0
"Content Writer required, expert in English and SEO",358,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-group-development-report/,0.5,5.0,0.5,51,8,40,0.0,0.125,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",499,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,0.5,5.0,0.5,51,8,41,0.0,0.25,,15.0,0.5,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,6,1,1,0,0.25,0.85,3,0
"Content Writer required, expert in English and SEO",368,https://www.shl.com/solutions/products/product-catalog/view/opq-user-report/,0.5,5.0,0.5,51,8,15,0.0,0.125,,,0.5,0,0,0.0,0,1,0,0,1,0,0,0,0,0.0,0,0,2,1,1,0,0.1111111111111111,0.6,8,0
"Content Writer required, expert in English and SEO",366,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report-2-0/,0.5,5.0,0.5,51,8,35,0.0,0.125,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",500,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,0.5,5.0,0.5,51,8,36,0.0,0.25,,15.0,0.5,0,0,0.0,0,0,1,0,1,0,0,0,0,0.0,0,0,7,1,1,0,0.2,0.8,4,0
"Content Writer required, expert in English and SEO",8,https://www.shl.com/solutions/products/product-catalog/view/bilingual-spanish-reservation-agent-solution/,0.5,5.0,0.5,51,8,44,0.0,0.375,,43.0,0.5,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,3,0,1,1,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",2,https://www.shl.com/solutions/products/product-catalog/view/agency-manager-solution/,0.5,5.0,0.5,51,8,23,0.0,0.25,,51.0,0.5,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,1,0,3,0,1,1,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",347,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-plus-report/,0.5,5.0,0.5,51,8,25,0.0,0.0,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.1,0.55,9,0
"Content Writer required, expert in English and SEO",348,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-report-2-0/,0.5,5.0,0.5,51,8,24,0.0,0.0,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",350,https://www.shl.com/solutions/products/product-catalog/view/opq-leadership-report/,0.5,5.0,0.5,51,8,21,0.0,0.0,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,2,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",353,https://www.shl.com/solutions/products/product-catalog/view/opq-maximising-your-learning-report/,0.5,5.0,0.5,51,8,35,0.0,0.0,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",355,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report/,0.5,5.0,0.5,51,8,23,0.0,0.0,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",356,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report-2-0/,0.5,5.0,0.5,51,8,27,0.0,0.0,,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",56,https://www.shl.com/solutions/products/product-catalog/view/industrial-entry-level-7-0-solution/,0.5,5.0,0.5,51,8,37,0.0,0.375,,20.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,2,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",1,https://www.shl.com/solutions/products/product-catalog/view/administrative-professional-short-form/,0.5,5.0,0.5,51,8,40,0.0,0.25,,36.0,0.5,0,0,0.0,1,1,0,0,0,0,0,0,0,0.0,0,0,3,0,1,1,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",59,https://www.shl.com/solutions/products/product-catalog/view/industrial-professional-and-skilled-7-0-solution/,0.5,5.0,0.5,51,8,50,0.125,0.375,,49.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,1,0,2,3,1,1,0.0,0.5,50,0
